review_id	review_text	aspect_term	polarity
3121	but the staff was so horrible to us . 	staff	1
2777	to be completely fair ,  the only redeeming factor was the food ,  which was above average ,  but could n't  make up for all the other deficiencies of teodora . 	food	0
1634	the food is uniformly exceptional ,  with a very capable kitchen which will proudly whip up whatever you feel like eating ,  whether it 's  on the menu or not . 	food	0
1634	the food is uniformly exceptional ,  with a very capable kitchen which will proudly whip up whatever you feel like eating ,  whether it 's  on the menu or not . 	kitchen	0
1634	the food is uniformly exceptional ,  with a very capable kitchen which will proudly whip up whatever you feel like eating ,  whether it 's  on the menu or not . 	menu	2
2846	not only was the food outstanding ,  but the little 'perks' were great . 	food	0
2846	not only was the food outstanding ,  but the little 'perks' were great . 	perks	0
1458	our agreed favorite is the orrechiete with sausage and chicken  ( usually the waiters are kind enough to split the dish in half so you get to sample both meats )  . 	orrechiete with sausage and chicken	0
1458	our agreed favorite is the orrechiete with sausage and chicken  ( usually the waiters are kind enough to split the dish in half so you get to sample both meats )  . 	waiters	0
1458	our agreed favorite is the orrechiete with sausage and chicken  ( usually the waiters are kind enough to split the dish in half so you get to sample both meats )  . 	meats	2
1458	our agreed favorite is the orrechiete with sausage and chicken  ( usually the waiters are kind enough to split the dish in half so you get to sample both meats )  . 	dish	2
3161	the bagels have an outstanding taste with a terrific texture ,  both chewy yet not gummy . 	bagels	0
2391	nevertheless the food itself is pretty good . 	food	0
986	i 've  noticed megadeth ,  mr .  scruff ,  st .  germain ,  traditional vietnamese songs ,  black sabbath ,  jay - z ,  and daft punk all being played . 	songs	2
296	they did not have mayonnaise ,  forgot our toast ,  left out ingredients  ( ie cheese in an omelet )  ,  below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it . 	toast	1
296	they did not have mayonnaise ,  forgot our toast ,  left out ingredients  ( ie cheese in an omelet )  ,  below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it . 	mayonnaise	1
296	they did not have mayonnaise ,  forgot our toast ,  left out ingredients  ( ie cheese in an omelet )  ,  below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it . 	bacon	1
296	they did not have mayonnaise ,  forgot our toast ,  left out ingredients  ( ie cheese in an omelet )  ,  below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it . 	cheese	2
296	they did not have mayonnaise ,  forgot our toast ,  left out ingredients  ( ie cheese in an omelet )  ,  below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it . 	ingredients	1
296	they did not have mayonnaise ,  forgot our toast ,  left out ingredients  ( ie cheese in an omelet )  ,  below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it . 	plate	2
296	they did not have mayonnaise ,  forgot our toast ,  left out ingredients  ( ie cheese in an omelet )  ,  below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it . 	omelet	2
1793	it took half an hour to get our check ,  which was perfect since we could sit ,  have drinks and talk ! 	drinks	2
1793	it took half an hour to get our check ,  which was perfect since we could sit ,  have drinks and talk ! 	check	2
2200	the design and atmosphere is just as good . 	design	0
2200	the design and atmosphere is just as good . 	atmosphere	0
3195	he has visited thailand and is quite expert on the cuisine . 	cuisine	0
3359	the pizza is the best if you like thin crusted pizza . 	pizza	0
3359	the pizza is the best if you like thin crusted pizza . 	thin crusted pizza	2
3534	all the money went into the interior decoration ,  none of it went to the chefs . 	interior decoration	0
3534	all the money went into the interior decoration ,  none of it went to the chefs . 	chefs	1
1407	the seats are uncomfortable if you are sitting against the wall on wooden benches . 	seats	1
565	i asked for seltzer with lime ,  no ice . 	seltzer with lime	2
675	do n't  go alone -  -  - even two people is n't  enough for the whole experience ,  with pickles and a selection of meats and seafoods . 	pickles	0
675	do n't  go alone -  -  - even two people is n't  enough for the whole experience ,  with pickles and a selection of meats and seafoods . 	selection of meats and seafoods	0
2227	my suggestion is to eat family style because you 'll  want to try the other dishes . 	dishes	2
2227	my suggestion is to eat family style because you 'll  want to try the other dishes . 	eat family style	0
3367	best of all is the warm vibe ,  the owner is super friendly and service is fast . 	vibe	0
3367	best of all is the warm vibe ,  the owner is super friendly and service is fast . 	owner	0
3367	best of all is the warm vibe ,  the owner is super friendly and service is fast . 	service	0
2191	faan 's  got a great concept but a little rough on the delivery . 	delivery	1
270	from the incredible food ,  to the warm atmosphere ,  to the friendly service ,  this downtown neighborhood spot does n't  miss a beat . 	food	0
270	from the incredible food ,  to the warm atmosphere ,  to the friendly service ,  this downtown neighborhood spot does n't  miss a beat . 	atmosphere	0
270	from the incredible food ,  to the warm atmosphere ,  to the friendly service ,  this downtown neighborhood spot does n't  miss a beat . 	service	0
638	great food at reasonable prices ,  makes for an evening that ca n't  be beat ! 	food	0
638	great food at reasonable prices ,  makes for an evening that ca n't  be beat ! 	prices	0
388	this little place has a cute interior decor and affordable city prices . 	interior deco	0
388	this little place has a cute interior decor and affordable city prices . 	prices	0
3373	two words :  free wine . 	wine	0
425	the price is reasonable although the service is poor . 	price	0
425	the price is reasonable although the service is poor . 	service	1
3192	the quantity is also very good ,  you will come out satisfied . 	quantity	0
391	i stumbled upon this second floor walk - up two fridays ago when i was with two friends in town from l . a .  being serious sushi lovers ,  we sat at the sushi bar to be closer to the action . 	sushi	2
391	i stumbled upon this second floor walk - up two fridays ago when i was with two friends in town from l . a .  being serious sushi lovers ,  we sat at the sushi bar to be closer to the action . 	sushi bar	2
2384	the fried rice is amazing here . 	fried rice	0
2962	three courses  -  choices include excellent mussels ,  puff pastry goat cheese and salad with a delicious dressing ,  and a hanger steak au poivre that is out of this world . 	mussels	0
2962	three courses  -  choices include excellent mussels ,  puff pastry goat cheese and salad with a delicious dressing ,  and a hanger steak au poivre that is out of this world . 	puff pastry goat cheese	0
